EventID,EventName,StartDate,EndDate,Location,MemberId
880,Merch Sale Event,2023-04-01 16:00:00,2023-04-01 19:00:00,"Osaka, Japan",1
881,Concert,2022-11-04 18:00:00,2022-11-04 21:00:00,"Osaka, Japan",2
882,Concert,2023-04-01 18:00:00,2023-04-01 21:00:00,"Beijing, China",3
883,Reality Show,2024-06-13 15:00:00,2024-06-13 18:00:00,"Mexico City, Mexico",4
884,Merch Sale Event,2024-10-08 12:00:00,2024-10-08 13:00:00,"Tokyo, Japan",3
885,Tour,2022-01-20 08:00:00,2022-01-20 12:00:00,"Lagos, Nigeria",5
886,Tour,2022-07-15 02:00:00,2022-07-15 04:00:00,"Mumbai, India",2
887,Concert,2024-10-01 05:00:00,2024-10-01 08:00:00,"Tokyo, Japan",4
888,Reality Show,2023-12-20 17:00:00,2023-12-20 21:00:00,"Lagos, Nigeria",3
889,Tour,2022-02-20 14:00:00,2022-02-20 16:00:00,"Tokyo, Japan",3
890,Tour,2023-08-20 09:00:00,2023-08-20 11:00:00,"Rio de Janeiro, Brazil",2
891,Merch Sale Event,2024-03-23 10:00:00,2024-03-23 11:00:00,"Kinshasa, DR Congo",3
892,Tour,2023-02-15 13:00:00,2023-02-15 14:00:00,"Shanghai, China",5
893,Reality Show,2023-03-30 16:00:00,2023-03-30 20:00:00,"Delhi, India",5
894,Tour,2023-05-14 12:00:00,2023-05-14 14:00:00,"Kolkata, India",1
895,Merch Sale Event,2023-05-16 10:00:00,2023-05-16 14:00:00,"Osaka, Japan",2
896,Concert,2024-09-17 08:00:00,2024-09-17 10:00:00,"Kinshasa, DR Congo",3
897,Fan Meet-Up,2022-10-23 12:00:00,2022-10-23 14:00:00,"Delhi, India",4
898,Concert,2023-03-12 07:00:00,2023-03-12 09:00:00,"Dhaka, Bangladesh",1
899,Fan Meet-Up,2024-05-22 21:00:00,2024-05-23 01:00:00,"Karachi, Pakistan",5
900,Fan Meet-Up,2022-11-24 14:00:00,2022-11-24 15:00:00,"Kolkata, India",5
901,Concert,2024-02-18 03:00:00,2024-02-18 04:00:00,"São Paulo, Brazil",1
902,Tour,2023-08-27 06:00:00,2023-08-27 08:00:00,"Kolkata, India",1
903,Merch Sale Event,2022-05-08 01:00:00,2022-05-08 02:00:00,"Kolkata, India",2
904,Tour,2023-12-26 13:00:00,2023-12-26 17:00:00,"Kolkata, India",1
905,Tour,2024-04-20 22:00:00,2024-04-20 23:00:00,"Kolkata, India",1
906,Tour,2022-02-26 00:00:00,2022-02-26 03:00:00,"Chongqing, China",2
907,Merch Sale Event,2021-12-03 03:00:00,2021-12-03 06:00:00,"Tianjin, China",5
908,Reality Show,2021-11-27 03:00:00,2021-11-27 06:00:00,"Manila, Philippines",4
909,Merch Sale Event,2024-07-06 03:00:00,2024-07-06 05:00:00,"Tianjin, China",5
910,Fan Meet-Up,2024-07-08 00:00:00,2024-07-08 02:00:00,"Osaka, Japan",1
911,Tour,2022-09-06 07:00:00,2022-09-06 11:00:00,"Istanbul, Turkey",1
912,Tour,2024-05-13 19:00:00,2024-05-13 21:00:00,"Shanghai, China",4
913,Merch Sale Event,2024-08-07 01:00:00,2024-08-07 03:00:00,"Istanbul, Turkey",1
914,Tour,2024-09-30 09:00:00,2024-09-30 10:00:00,"Cairo, Egypt",4
915,Fan Meet-Up,2024-07-29 06:00:00,2024-07-29 07:00:00,"Istanbul, Turkey",2
916,Concert,2024-08-22 08:00:00,2024-08-22 09:00:00,"Beijing, China",3
917,Tour,2023-01-30 08:00:00,2023-01-30 12:00:00,"Manila, Philippines",4
918,Reality Show,2024-10-04 23:00:00,2024-10-05 01:00:00,"Delhi, India",5
919,Merch Sale Event,2024-10-29 14:00:00,2024-10-29 16:00:00,"Shanghai, China",5
920,Fan Meet-Up,2022-03-13 15:00:00,2022-03-13 19:00:00,"Buenos Aires, Argentina",4
921,Fan Meet-Up,2023-10-31 06:00:00,2023-10-31 07:00:00,"Rio de Janeiro, Brazil",3
922,Reality Show,2021-12-24 14:00:00,2021-12-24 17:00:00,"Beijing, China",5
923,Concert,2024-08-16 01:00:00,2024-08-16 04:00:00,"Tianjin, China",1
924,Merch Sale Event,2022-12-11 06:00:00,2022-12-11 10:00:00,"São Paulo, Brazil",3
925,Fan Meet-Up,2024-05-30 21:00:00,2024-05-30 23:00:00,"Delhi, India",5
926,Merch Sale Event,2023-02-25 12:00:00,2023-02-25 16:00:00,"Tianjin, China",2
927,Merch Sale Event,2024-05-07 12:00:00,2024-05-07 16:00:00,"Shanghai, China",4
928,Merch Sale Event,2023-09-26 12:00:00,2023-09-26 16:00:00,"Manila, Philippines",4
929,Concert,2022-01-23 08:00:00,2022-01-23 09:00:00,"Lagos, Nigeria",3
930,Concert,2024-03-03 04:00:00,2024-03-03 06:00:00,"Cairo, Egypt",1
931,Tour,2024-06-16 07:00:00,2024-06-16 08:00:00,"Lagos, Nigeria",4
932,Tour,2024-04-16 21:00:00,2024-04-17 00:00:00,"Karachi, Pakistan",4
933,Merch Sale Event,2022-11-15 20:00:00,2022-11-15 21:00:00,"Rio de Janeiro, Brazil",3
934,Fan Meet-Up,2024-01-18 21:00:00,2024-01-18 22:00:00,"Chongqing, China",3
935,Merch Sale Event,2023-05-24 20:00:00,2023-05-24 21:00:00,"Shanghai, China",1
936,Reality Show,2023-08-12 11:00:00,2023-08-12 14:00:00,"Karachi, Pakistan",5
937,Reality Show,2021-12-18 13:00:00,2021-12-18 17:00:00,"Osaka, Japan",5
938,Concert,2023-03-17 02:00:00,2023-03-17 03:00:00,"Tokyo, Japan",5
939,Reality Show,2024-01-26 22:00:00,2024-01-27 00:00:00,"Mumbai, India",1
940,Reality Show,2024-06-11 08:00:00,2024-06-11 12:00:00,"Delhi, India",3
941,Tour,2023-05-06 17:00:00,2023-05-06 20:00:00,"Chongqing, China",4
942,Reality Show,2024-02-29 14:00:00,2024-02-29 18:00:00,"Shanghai, China",5
943,Fan Meet-Up,2022-04-23 06:00:00,2022-04-23 10:00:00,"Buenos Aires, Argentina",1
944,Concert,2024-09-28 13:00:00,2024-09-28 15:00:00,"Rio de Janeiro, Brazil",1
945,Merch Sale Event,2022-05-22 11:00:00,2022-05-22 14:00:00,"Chongqing, China",3
946,Tour,2023-07-01 21:00:00,2023-07-02 01:00:00,"Tokyo, Japan",4
947,Fan Meet-Up,2023-12-07 04:00:00,2023-12-07 05:00:00,"Kolkata, India",4
948,Reality Show,2023-11-24 21:00:00,2023-11-25 01:00:00,"Lagos, Nigeria",1
949,Concert,2022-01-02 22:00:00,2022-01-03 02:00:00,"Manila, Philippines",4
950,Reality Show,2024-08-21 05:00:00,2024-08-21 07:00:00,"Dhaka, Bangladesh",4
951,Reality Show,2022-03-05 08:00:00,2022-03-05 12:00:00,"Manila, Philippines",5
952,Concert,2022-06-25 07:00:00,2022-06-25 09:00:00,"Lagos, Nigeria",2
953,Concert,2022-01-20 12:00:00,2022-01-20 15:00:00,"Karachi, Pakistan",3
954,Fan Meet-Up,2024-03-03 18:00:00,2024-03-03 19:00:00,"Rio de Janeiro, Brazil",5
955,Reality Show,2022-09-10 22:00:00,2022-09-11 02:00:00,"São Paulo, Brazil",5
956,Tour,2023-07-18 11:00:00,2023-07-18 12:00:00,"Lagos, Nigeria",5
957,Merch Sale Event,2024-05-03 17:00:00,2024-05-03 18:00:00,"Manila, Philippines",2
958,Reality Show,2024-05-21 18:00:00,2024-05-21 20:00:00,"Istanbul, Turkey",3
959,Merch Sale Event,2022-11-10 06:00:00,2022-11-10 07:00:00,"Dhaka, Bangladesh",3
960,Reality Show,2022-09-28 01:00:00,2022-09-28 03:00:00,"Mexico City, Mexico",2
961,Merch Sale Event,2024-10-02 21:00:00,2024-10-03 01:00:00,"Delhi, India",4
962,Reality Show,2022-08-31 14:00:00,2022-08-31 15:00:00,"Tianjin, China",4
963,Fan Meet-Up,2022-04-01 06:00:00,2022-04-01 10:00:00,"Kolkata, India",2
964,Tour,2023-08-19 23:00:00,2023-08-20 01:00:00,"Kolkata, India",3
965,Concert,2022-06-21 03:00:00,2022-06-21 07:00:00,"Shanghai, China",5
966,Merch Sale Event,2021-12-24 16:00:00,2021-12-24 17:00:00,"Karachi, Pakistan",3
967,Fan Meet-Up,2024-10-21 15:00:00,2024-10-21 18:00:00,"Tianjin, China",2
968,Fan Meet-Up,2024-10-21 12:00:00,2024-10-21 16:00:00,"Cairo, Egypt",4
969,Merch Sale Event,2022-07-18 18:00:00,2022-07-18 21:00:00,"Buenos Aires, Argentina",1
970,Merch Sale Event,2024-10-05 09:00:00,2024-10-05 10:00:00,"Lagos, Nigeria",3
971,Tour,2022-10-01 02:00:00,2022-10-01 05:00:00,"Buenos Aires, Argentina",2
972,Tour,2022-12-28 05:00:00,2022-12-28 06:00:00,"Mumbai, India",3
973,Tour,2023-03-18 18:00:00,2023-03-18 19:00:00,"Manila, Philippines",1
974,Concert,2024-01-17 20:00:00,2024-01-17 21:00:00,"Mumbai, India",3
975,Concert,2023-10-18 01:00:00,2023-10-18 02:00:00,"Mumbai, India",3
976,Concert,2024-10-16 11:00:00,2024-10-16 13:00:00,"Tokyo, Japan",4
977,Concert,2024-10-24 17:00:00,2024-10-24 18:00:00,"Cairo, Egypt",1
978,Tour,2024-06-05 00:00:00,2024-06-05 01:00:00,"Buenos Aires, Argentina",1
979,Merch Sale Event,2024-04-06 20:00:00,2024-04-06 21:00:00,"Tokyo, Japan",2
980,Reality Show,2024-06-21 18:00:00,2024-06-21 21:00:00,"Karachi, Pakistan",2
981,Tour,2023-02-22 11:00:00,2023-02-22 14:00:00,"Osaka, Japan",4
982,Reality Show,2024-05-03 12:00:00,2024-05-03 16:00:00,"Mexico City, Mexico",3
983,Merch Sale Event,2024-04-08 22:00:00,2024-04-09 00:00:00,"Karachi, Pakistan",1
984,Reality Show,2024-01-25 13:00:00,2024-01-25 15:00:00,"Lagos, Nigeria",3
985,Tour,2024-05-12 21:00:00,2024-05-13 01:00:00,"Beijing, China",2
986,Tour,2024-07-09 14:00:00,2024-07-09 16:00:00,"Mexico City, Mexico",4
987,Fan Meet-Up,2022-01-28 23:00:00,2022-01-29 01:00:00,"Cairo, Egypt",2
988,Merch Sale Event,2023-12-23 10:00:00,2023-12-23 12:00:00,"Delhi, India",1
989,Tour,2023-02-18 15:00:00,2023-02-18 17:00:00,"Mexico City, Mexico",4
990,Fan Meet-Up,2024-05-04 03:00:00,2024-05-04 06:00:00,"Kolkata, India",5
991,Concert,2023-12-03 06:00:00,2023-12-03 07:00:00,"Tokyo, Japan",3
992,Reality Show,2022-11-20 10:00:00,2022-11-20 11:00:00,"Manila, Philippines",4
993,Fan Meet-Up,2023-03-07 13:00:00,2023-03-07 14:00:00,"Rio de Janeiro, Brazil",4
994,Merch Sale Event,2024-02-05 15:00:00,2024-02-05 18:00:00,"Beijing, China",4
995,Tour,2022-07-21 17:00:00,2022-07-21 19:00:00,"Delhi, India",2
996,Reality Show,2023-06-01 21:00:00,2023-06-02 01:00:00,"Manila, Philippines",1
997,Merch Sale Event,2023-03-12 09:00:00,2023-03-12 12:00:00,"Osaka, Japan",1
998,Fan Meet-Up,2024-04-04 20:00:00,2024-04-04 23:00:00,"Cairo, Egypt",3
999,Fan Meet-Up,2022-09-24 16:00:00,2022-09-24 18:00:00,"Karachi, Pakistan",5
1000,Reality Show,2022-01-14 03:00:00,2022-01-14 06:00:00,"Mumbai, India",1
1001,Concert,2023-08-08 08:00:00,2023-08-08 12:00:00,"Istanbul, Turkey",4
1002,Fan Meet-Up,2021-12-22 17:00:00,2021-12-22 20:00:00,"Cairo, Egypt",1
1003,Reality Show,2023-05-21 07:00:00,2023-05-21 08:00:00,"Kolkata, India",1
1004,Reality Show,2023-10-19 01:00:00,2023-10-19 04:00:00,"Buenos Aires, Argentina",5
1005,Fan Meet-Up,2023-05-29 02:00:00,2023-05-29 06:00:00,"Kinshasa, DR Congo",2
1006,Reality Show,2024-05-06 16:00:00,2024-05-06 18:00:00,"Mexico City, Mexico",5
1007,Fan Meet-Up,2024-01-12 22:00:00,2024-01-13 01:00:00,"Mexico City, Mexico",1
1008,Reality Show,2023-08-29 23:00:00,2023-08-30 02:00:00,"Karachi, Pakistan",4
1009,Tour,2024-03-16 10:00:00,2024-03-16 14:00:00,"Karachi, Pakistan",4
1010,Fan Meet-Up,2022-02-23 09:00:00,2022-02-23 12:00:00,"Cairo, Egypt",5
1011,Merch Sale Event,2022-02-28 06:00:00,2022-02-28 08:00:00,"Kolkata, India",2
1012,Merch Sale Event,2021-12-10 02:00:00,2021-12-10 05:00:00,"Dhaka, Bangladesh",4
1013,Merch Sale Event,2023-04-30 19:00:00,2023-04-30 20:00:00,"Kolkata, India",3
1014,Fan Meet-Up,2022-02-28 05:00:00,2022-02-28 08:00:00,"Delhi, India",2
1015,Reality Show,2023-03-24 08:00:00,2023-03-24 11:00:00,"Dhaka, Bangladesh",3
1016,Tour,2023-12-05 21:00:00,2023-12-06 01:00:00,"Beijing, China",2
1017,Concert,2024-02-17 20:00:00,2024-02-17 23:00:00,"Dhaka, Bangladesh",3
1018,Tour,2023-12-07 04:00:00,2023-12-07 06:00:00,"Tianjin, China",1
1019,Concert,2021-11-06 09:00:00,2021-11-06 10:00:00,"Tokyo, Japan",2
1020,Reality Show,2022-07-21 10:00:00,2022-07-21 12:00:00,"Lagos, Nigeria",3
1021,Reality Show,2022-10-06 20:00:00,2022-10-06 21:00:00,"Kinshasa, DR Congo",2
1022,Concert,2022-10-12 06:00:00,2022-10-12 09:00:00,"Dhaka, Bangladesh",5
1023,Fan Meet-Up,2024-09-26 12:00:00,2024-09-26 13:00:00,"Buenos Aires, Argentina",1
1024,Tour,2023-07-03 17:00:00,2023-07-03 21:00:00,"Rio de Janeiro, Brazil",1
1025,Fan Meet-Up,2024-09-13 20:00:00,2024-09-13 21:00:00,"Rio de Janeiro, Brazil",1
1026,Tour,2022-10-02 10:00:00,2022-10-02 14:00:00,"Cairo, Egypt",3
1027,Tour,2024-04-22 14:00:00,2024-04-22 16:00:00,"Rio de Janeiro, Brazil",4
1028,Reality Show,2022-10-28 20:00:00,2022-10-29 00:00:00,"Karachi, Pakistan",4
1029,Merch Sale Event,2022-10-04 17:00:00,2022-10-04 20:00:00,"Shanghai, China",1
1030,Concert,2022-11-15 23:00:00,2022-11-16 00:00:00,"Chongqing, China",3
1031,Tour,2022-10-22 11:00:00,2022-10-22 14:00:00,"Osaka, Japan",4
1032,Reality Show,2022-05-08 16:00:00,2022-05-08 18:00:00,"Delhi, India",4
1033,Reality Show,2022-09-28 13:00:00,2022-09-28 17:00:00,"Mexico City, Mexico",4
1034,Reality Show,2023-07-10 06:00:00,2023-07-10 10:00:00,"Tianjin, China",1
1035,Reality Show,2022-11-08 13:00:00,2022-11-08 17:00:00,"Tianjin, China",1
1036,Reality Show,2024-06-06 03:00:00,2024-06-06 04:00:00,"Tianjin, China",4
1037,Concert,2024-04-27 13:00:00,2024-04-27 14:00:00,"Cairo, Egypt",3
1038,Reality Show,2024-04-20 01:00:00,2024-04-20 04:00:00,"Mexico City, Mexico",3
1039,Concert,2022-02-02 18:00:00,2022-02-02 19:00:00,"Buenos Aires, Argentina",1
1040,Tour,2022-04-13 21:00:00,2022-04-13 23:00:00,"Beijing, China",3
1041,Merch Sale Event,2022-01-07 22:00:00,2022-01-07 23:00:00,"Mumbai, India",1
1042,Concert,2022-10-30 16:00:00,2022-10-30 20:00:00,"Kinshasa, DR Congo",4
1043,Merch Sale Event,2023-06-06 07:00:00,2023-06-06 10:00:00,"Shanghai, China",5
1044,Fan Meet-Up,2022-10-24 05:00:00,2022-10-24 08:00:00,"Karachi, Pakistan",3
1045,Tour,2024-06-05 09:00:00,2024-06-05 13:00:00,"Istanbul, Turkey",2
1046,Reality Show,2024-10-10 17:00:00,2024-10-10 21:00:00,"Kolkata, India",2
1047,Reality Show,2022-02-09 03:00:00,2022-02-09 05:00:00,"Buenos Aires, Argentina",3
1048,Fan Meet-Up,2022-02-19 15:00:00,2022-02-19 19:00:00,"Mexico City, Mexico",1
1049,Fan Meet-Up,2023-06-26 09:00:00,2023-06-26 10:00:00,"Karachi, Pakistan",4
1050,Concert,2024-04-21 04:00:00,2024-04-21 06:00:00,"Istanbul, Turkey",4
1051,Fan Meet-Up,2022-09-11 03:00:00,2022-09-11 07:00:00,"Chongqing, China",1
1052,Tour,2023-02-06 05:00:00,2023-02-06 07:00:00,"Istanbul, Turkey",4
1053,Reality Show,2023-05-06 03:00:00,2023-05-06 05:00:00,"Mumbai, India",5
1054,Merch Sale Event,2024-01-07 17:00:00,2024-01-07 18:00:00,"Dhaka, Bangladesh",2
1055,Concert,2022-06-02 01:00:00,2022-06-02 04:00:00,"Kinshasa, DR Congo",3
1056,Merch Sale Event,2024-04-12 03:00:00,2024-04-12 04:00:00,"Lagos, Nigeria",5
1057,Merch Sale Event,2022-06-08 19:00:00,2022-06-08 22:00:00,"Kolkata, India",5
1058,Tour,2022-09-03 13:00:00,2022-09-03 15:00:00,"Beijing, China",3
1059,Merch Sale Event,2022-05-09 09:00:00,2022-05-09 11:00:00,"Mexico City, Mexico",1
1060,Tour,2022-10-27 15:00:00,2022-10-27 18:00:00,"Delhi, India",1
1061,Fan Meet-Up,2024-07-20 13:00:00,2024-07-20 17:00:00,"Buenos Aires, Argentina",3
1062,Tour,2023-12-24 06:00:00,2023-12-24 07:00:00,"Dhaka, Bangladesh",3
1063,Reality Show,2021-11-27 04:00:00,2021-11-27 06:00:00,"Karachi, Pakistan",2
1064,Concert,2021-11-25 13:00:00,2021-11-25 14:00:00,"Kinshasa, DR Congo",1
1065,Fan Meet-Up,2023-11-13 13:00:00,2023-11-13 16:00:00,"Mumbai, India",3
1066,Reality Show,2023-08-23 13:00:00,2023-08-23 16:00:00,"Karachi, Pakistan",3
1067,Merch Sale Event,2023-08-29 11:00:00,2023-08-29 14:00:00,"São Paulo, Brazil",4
1068,Fan Meet-Up,2024-06-21 06:00:00,2024-06-21 09:00:00,"Kinshasa, DR Congo",1
1069,Concert,2023-09-13 10:00:00,2023-09-13 11:00:00,"Mumbai, India",5
1070,Fan Meet-Up,2022-04-02 09:00:00,2022-04-02 12:00:00,"Manila, Philippines",1
1071,Fan Meet-Up,2023-05-19 17:00:00,2023-05-19 18:00:00,"Mumbai, India",2
1072,Concert,2022-08-01 12:00:00,2022-08-01 15:00:00,"Dhaka, Bangladesh",4
1073,Concert,2023-01-26 18:00:00,2023-01-26 22:00:00,"Chongqing, China",2
1074,Reality Show,2023-12-09 03:00:00,2023-12-09 06:00:00,"Tokyo, Japan",5
1075,Merch Sale Event,2023-05-25 07:00:00,2023-05-25 08:00:00,"Dhaka, Bangladesh",2
1076,Reality Show,2024-02-19 15:00:00,2024-02-19 18:00:00,"Karachi, Pakistan",5
1077,Fan Meet-Up,2023-03-31 05:00:00,2023-03-31 07:00:00,"Shanghai, China",5
1078,Reality Show,2022-04-01 06:00:00,2022-04-01 09:00:00,"Delhi, India",1
1079,Fan Meet-Up,2024-08-26 04:00:00,2024-08-26 07:00:00,"Beijing, China",3
1080,Fan Meet-Up,2024-10-24 09:00:00,2024-10-24 11:00:00,"Karachi, Pakistan",3
1081,Fan Meet-Up,2024-07-20 17:00:00,2024-07-20 21:00:00,"Shanghai, China",1
1082,Tour,2023-07-09 09:00:00,2023-07-09 10:00:00,"Istanbul, Turkey",4
1083,Fan Meet-Up,2022-01-19 00:00:00,2022-01-19 04:00:00,"Tokyo, Japan",2
1084,Concert,2023-02-06 01:00:00,2023-02-06 05:00:00,"Karachi, Pakistan",5
1085,Reality Show,2024-04-14 13:00:00,2024-04-14 16:00:00,"Mexico City, Mexico",1
1086,Fan Meet-Up,2022-12-16 14:00:00,2022-12-16 15:00:00,"Cairo, Egypt",1
1087,Merch Sale Event,2022-01-07 01:00:00,2022-01-07 04:00:00,"Cairo, Egypt",2
1088,Merch Sale Event,2022-08-15 04:00:00,2022-08-15 05:00:00,"Istanbul, Turkey",1
1089,Tour,2022-04-26 02:00:00,2022-04-26 05:00:00,"Cairo, Egypt",3
1090,Merch Sale Event,2024-08-27 12:00:00,2024-08-27 13:00:00,"Shanghai, China",2
1091,Reality Show,2024-03-05 19:00:00,2024-03-05 23:00:00,"Karachi, Pakistan",4
1092,Fan Meet-Up,2023-01-23 01:00:00,2023-01-23 02:00:00,"Kinshasa, DR Congo",2
1093,Concert,2022-10-26 21:00:00,2022-10-26 22:00:00,"Manila, Philippines",1
1094,Fan Meet-Up,2023-06-20 06:00:00,2023-06-20 10:00:00,"Rio de Janeiro, Brazil",2
1095,Tour,2022-12-08 21:00:00,2022-12-09 01:00:00,"Buenos Aires, Argentina",5
1096,Reality Show,2022-06-07 18:00:00,2022-06-07 20:00:00,"Karachi, Pakistan",1
1097,Concert,2024-01-02 19:00:00,2024-01-02 23:00:00,"Lagos, Nigeria",2
1098,Concert,2023-09-03 18:00:00,2023-09-03 22:00:00,"Istanbul, Turkey",5
1099,Reality Show,2023-03-26 06:00:00,2023-03-26 08:00:00,"Kinshasa, DR Congo",4
1100,Merch Sale Event,2024-05-25 06:00:00,2024-05-25 08:00:00,"Tokyo, Japan",1
1101,Fan Meet-Up,2023-03-02 16:00:00,2023-03-02 19:00:00,"Kolkata, India",4
1102,Concert,2022-03-18 00:00:00,2022-03-18 04:00:00,"Beijing, China",2
1103,Tour,2024-08-29 07:00:00,2024-08-29 11:00:00,"Buenos Aires, Argentina",5
1104,Concert,2023-06-14 09:00:00,2023-06-14 10:00:00,"Karachi, Pakistan",5
1105,Concert,2022-07-10 19:00:00,2022-07-10 23:00:00,"Delhi, India",5
1106,Reality Show,2022-03-07 07:00:00,2022-03-07 10:00:00,"Rio de Janeiro, Brazil",3
1107,Reality Show,2022-06-27 07:00:00,2022-06-27 09:00:00,"Rio de Janeiro, Brazil",1
1108,Fan Meet-Up,2022-05-11 16:00:00,2022-05-11 17:00:00,"Rio de Janeiro, Brazil",2
1109,Tour,2022-09-22 19:00:00,2022-09-22 22:00:00,"Mumbai, India",1
1110,Merch Sale Event,2023-09-12 22:00:00,2023-09-13 00:00:00,"São Paulo, Brazil",2
1111,Concert,2023-05-27 13:00:00,2023-05-27 17:00:00,"Dhaka, Bangladesh",1
1112,Reality Show,2023-11-02 15:00:00,2023-11-02 17:00:00,"Kinshasa, DR Congo",3
1113,Reality Show,2022-02-20 14:00:00,2022-02-20 16:00:00,"Chongqing, China",1
1114,Fan Meet-Up,2022-07-11 17:00:00,2022-07-11 19:00:00,"Osaka, Japan",2
1115,Concert,2022-07-25 18:00:00,2022-07-25 20:00:00,"Mumbai, India",2
1116,Tour,2022-03-18 17:00:00,2022-03-18 21:00:00,"Mumbai, India",4
1117,Concert,2022-01-29 00:00:00,2022-01-29 01:00:00,"Chongqing, China",5
1118,Tour,2022-04-18 04:00:00,2022-04-18 08:00:00,"Karachi, Pakistan",2
1119,Tour,2022-02-07 13:00:00,2022-02-07 15:00:00,"Karachi, Pakistan",3
1120,Merch Sale Event,2021-12-29 06:00:00,2021-12-29 07:00:00,"Istanbul, Turkey",2
1121,Merch Sale Event,2023-01-31 20:00:00,2023-01-31 22:00:00,"Rio de Janeiro, Brazil",1
1122,Concert,2022-05-13 14:00:00,2022-05-13 17:00:00,"Shanghai, China",1
1123,Reality Show,2022-05-21 14:00:00,2022-05-21 16:00:00,"Rio de Janeiro, Brazil",3
1124,Merch Sale Event,2022-10-10 02:00:00,2022-10-10 03:00:00,"Kinshasa, DR Congo",2
1125,Tour,2023-07-23 13:00:00,2023-07-23 17:00:00,"Mexico City, Mexico",2
1126,Merch Sale Event,2024-10-27 20:00:00,2024-10-28 00:00:00,"São Paulo, Brazil",1
1127,Concert,2024-05-25 23:00:00,2024-05-26 03:00:00,"Dhaka, Bangladesh",3
1128,Tour,2023-02-01 20:00:00,2023-02-01 23:00:00,"Mexico City, Mexico",2
1129,Merch Sale Event,2022-11-15 10:00:00,2022-11-15 12:00:00,"Manila, Philippines",1
1130,Reality Show,2022-06-30 22:00:00,2022-06-30 23:00:00,"Dhaka, Bangladesh",2
1131,Fan Meet-Up,2022-01-17 13:00:00,2022-01-17 16:00:00,"Mumbai, India",1
1132,Concert,2022-11-29 07:00:00,2022-11-29 09:00:00,"Dhaka, Bangladesh",3
1133,Fan Meet-Up,2022-05-14 12:00:00,2022-05-14 15:00:00,"Rio de Janeiro, Brazil",3
1134,Fan Meet-Up,2022-01-12 01:00:00,2022-01-12 05:00:00,"Mexico City, Mexico",2
1135,Tour,2024-06-12 08:00:00,2024-06-12 12:00:00,"Chongqing, China",5
1136,Merch Sale Event,2023-07-18 08:00:00,2023-07-18 11:00:00,"Kinshasa, DR Congo",5
1137,Merch Sale Event,2024-10-18 11:00:00,2024-10-18 15:00:00,"Rio de Janeiro, Brazil",3
1138,Reality Show,2024-03-21 19:00:00,2024-03-21 23:00:00,"Mexico City, Mexico",3
1139,Tour,2023-03-19 18:00:00,2023-03-19 19:00:00,"Kinshasa, DR Congo",5
1140,Tour,2023-01-29 02:00:00,2023-01-29 05:00:00,"São Paulo, Brazil",5
1141,Merch Sale Event,2024-10-19 20:00:00,2024-10-19 22:00:00,"Beijing, China",5
1142,Fan Meet-Up,2022-08-14 07:00:00,2022-08-14 09:00:00,"Mumbai, India",3
1143,Concert,2022-07-30 02:00:00,2022-07-30 04:00:00,"São Paulo, Brazil",1
1144,Reality Show,2022-05-30 07:00:00,2022-05-30 11:00:00,"Shanghai, China",1
1145,Reality Show,2023-02-06 09:00:00,2023-02-06 12:00:00,"Tokyo, Japan",5
1146,Merch Sale Event,2023-11-16 09:00:00,2023-11-16 11:00:00,"Cairo, Egypt",1
1147,Fan Meet-Up,2023-11-02 21:00:00,2023-11-03 00:00:00,"Manila, Philippines",4
1148,Concert,2023-05-03 15:00:00,2023-05-03 19:00:00,"Mexico City, Mexico",1
1149,Merch Sale Event,2023-01-27 12:00:00,2023-01-27 13:00:00,"Kolkata, India",1
1150,Concert,2024-01-11 05:00:00,2024-01-11 08:00:00,"Lagos, Nigeria",3
1151,Concert,2023-04-04 11:00:00,2023-04-04 14:00:00,"Osaka, Japan",3
1152,Fan Meet-Up,2024-06-17 07:00:00,2024-06-17 08:00:00,"Cairo, Egypt",3
1153,Merch Sale Event,2022-03-10 09:00:00,2022-03-10 11:00:00,"Karachi, Pakistan",3
1154,Tour,2023-06-12 14:00:00,2023-06-12 17:00:00,"Istanbul, Turkey",1
1155,Concert,2023-06-29 10:00:00,2023-06-29 13:00:00,"Tianjin, China",4
1156,Concert,2023-04-02 09:00:00,2023-04-02 11:00:00,"Istanbul, Turkey",1
1157,Merch Sale Event,2022-02-16 20:00:00,2022-02-16 23:00:00,"Dhaka, Bangladesh",3
1158,Reality Show,2023-08-21 04:00:00,2023-08-21 07:00:00,"Mexico City, Mexico",2
1159,Merch Sale Event,2024-09-19 18:00:00,2024-09-19 19:00:00,"Tokyo, Japan",3
1160,Reality Show,2021-11-27 16:00:00,2021-11-27 19:00:00,"Kinshasa, DR Congo",5
1161,Merch Sale Event,2024-10-29 08:00:00,2024-10-29 11:00:00,"Tianjin, China",3
1162,Concert,2022-07-07 09:00:00,2022-07-07 10:00:00,"Delhi, India",2
1163,Reality Show,2024-09-29 12:00:00,2024-09-29 13:00:00,"Karachi, Pakistan",4
1164,Tour,2021-11-01 03:00:00,2021-11-01 07:00:00,"Mexico City, Mexico",2
1165,Reality Show,2023-02-19 10:00:00,2023-02-19 13:00:00,"Kolkata, India",3
1166,Reality Show,2022-06-06 18:00:00,2022-06-06 20:00:00,"Mumbai, India",2
1167,Merch Sale Event,2023-05-30 18:00:00,2023-05-30 19:00:00,"Mexico City, Mexico",5
1168,Tour,2024-08-12 15:00:00,2024-08-12 16:00:00,"Shanghai, China",2
